,cube10_cluster0,cube15_cluster0,cube15_cluster1,cube16_cluster0,cube16_cluster1,cube17_cluster0,cube17_cluster1,cube18_cluster0,cube1_cluster0,cube1_cluster1,cube23_cluster0,cube24_cluster0,cube25_cluster0,cube25_cluster1,cube26_cluster0,cube2_cluster0,cube31_cluster0,cube32_cluster0,cube33_cluster0,cube33_cluster1,cube34_cluster0,cube3_cluster0,cube3_cluster1,cube41_cluster0,cube42_cluster0,cube43_cluster0,cube44_cluster0,cube46_cluster0,cube46_cluster1,cube47_cluster0,cube47_cluster1,cube47_cluster2,cube48_cluster0,cube50_cluster0,cube51_cluster0,cube52_cluster0,cube53_cluster0,cube56_cluster0,cube59_cluster0,cube59_cluster1,cube59_cluster2,cube60_cluster0,cube61_cluster0,cube61_cluster1,cube61_cluster2,cube62_cluster0,cube62_cluster1,cube62_cluster2,cube62_cluster3,cube66_cluster0,cube66_cluster1,cube67_cluster0,cube68_cluster0,cube69_cluster0,cube8_cluster0,cube8_cluster1,cube9_cluster0
cube34_cluster0,2.696548165000834,3.7831488914092386,4.185951366145659,2.7168984748330867,4.044544866175802,2.1671424130935937,2.4522101330486916,1.964404475838668,4.92062968486536,4.368935531592074,3.46760247264594,2.526172853021399,1.8064752293873976,2.8439106456608028,2.8439106456608028,4.062831533748806,3.463646287304848,2.532754162582336,1.7445658254136913,0.0,0.0,3.7057697499112128,3.520609142317303,3.5446715235527964,2.541362157157475,1.8135653384217039,1.4736160092389596,9.700503439062114,8.826401168161437,7.548402375943958,8.145531586114156,8.658689386213581,7.313565189674379,3.785391670382506,2.798338826401375,2.1086198724558223,1.396424924764854,7.718263869275932,4.049077706566116,4.2778769524778975,4.268341086522503,3.324509344217088,2.83869131313378,2.400009825783402,3.414629510234418,2.5198924666451177,2.2655411450594296,3.48686098427293,2.8871581707066847,4.067363861536368,4.266968962088666,3.3607641169623297,2.907179099877309,2.7163990026008786,4.159714006087702,4.048802901729041,3.2531479385945943
cube3_cluster0,1.29124440317459,2.218510727086916,2.6418647431030786,1.750027387414139,2.5395149602331184,2.0315602815371085,2.852443619638861,3.1007857792462783,1.945577653833367,1.728099954990358,2.576965729956659,2.2611397041289156,2.3590852876811375,4.224088120284518,4.224088120284518,1.0355679811383551,3.1445272613863677,2.7953161288134485,2.8006327630558903,3.7057697499112128,3.7057697499112128,0.0,1.3327956858554553,3.6048904901803924,3.374187889020036,3.416965840856384,4.152970250732967,9.330625706787126,8.290262610041008,7.32137860330572,8.038240098167655,8.563605714997832,7.112164986056175,4.213378114913557,3.9998519115754125,4.046804646907509,4.467365223776054,7.4911534676771865,5.043257195856198,5.73940094545854,5.143062742687494,4.863579095682715,4.883190625004732,5.445967077500966,5.592047138479757,5.332642596977651,5.336282222586841,5.603152347304029,5.344342971289846,5.410555400852479,5.155772718546969,5.088284862204821,5.106674868039808,5.4794134791898195,1.8413662407551827,2.305493980796876,1.1406989004055277
cube3_cluster1,1.2771725053529768,2.91200719396925,3.1431554690993955,1.806602613736963,3.011401206140375,1.6144693940765762,2.308908436552392,2.361561213634598,2.9633559254161668,2.602634039010737,3.0980498974179778,2.436753625352973,2.1791660930042163,3.3772417476126804,3.3772417476126804,2.0521178918998486,3.4878917177708124,2.9585068190369688,2.758182020654644,3.520609142317303,3.520609142317303,1.3327956858554553,0.0,3.831981446217936,3.398551833891044,3.277193340677737,3.944476723330581,9.207940255096915,8.322247708044308,7.312846436892903,8.028392446776634,8.552304915115739,7.130428076770517,4.3742866053566845,3.9638342630096868,3.856397883252642,4.287151552038737,7.527781382104066,5.241149706007194,5.992580065086,5.2009037987531554,4.945733569691422,4.854755814641946,5.124630499316873,5.3598493592939445,5.349297608332908,5.186025055644188,5.360679209774602,5.17677242961063,5.597913813914326,5.194679093702568,5.172194319738476,5.067778685253227,5.295034265704496,2.6450592283787326,3.2652103650642954,1.6755789642242436
cube41_cluster0,3.226210707274334,2.1024141058130628,2.1017451891594714,2.432737909325588,2.040243323383141,3.022582425965752,4.200421098103147,4.27536351053065,3.541180781876578,3.5701962602388164,1.4698466451499226,1.7860910133121861,2.5458001983877354,4.699927167936933,4.699927167936933,3.4677782930914596,0.6296883854758896,1.2120223318625305,1.9746359552510069,3.5446715235527964,3.5446715235527964,3.6048904901803924,3.831981446217936,0.0,1.0789948790785493,1.9286779307370312,3.3249870814919325,7.817199785435177,6.468858538219243,5.296785570024686,6.315628589444626,6.8546073002562515,4.945506716555814,0.6798644897393945,1.2888366693969546,2.122458426553864,3.2432269888953384,5.345538740204562,1.7783123083538264,3.2369206015472294,2.5540051892619227,2.0063740850084164,2.553946112124096,4.2536965784779674,4.575521881835602,3.9182460954944114,3.643362972304796,4.619891281680223,4.259823096875004,2.533196483212963,2.553045225073442,2.4492511424947314,2.9803584265027587,4.0218886281486075,2.9508809599327672,3.401122967405603,2.9109198837490093
cube42_cluster0,2.7248756454140457,2.367892320734904,2.4705407177885697,2.0448877426441108,2.344375210606162,2.3303980554816537,3.4476415333362667,3.377623704807279,3.8076169461942606,3.6396380630715965,1.7579781898724862,1.3634009150359383,1.7532087500497506,3.8207113224042333,3.8207113224042333,3.4306332706702705,1.2554827830432442,0.7002657558118456,1.042322119127813,2.541362157157475,2.541362157157475,3.374187889020036,3.398551833891044,1.0789948790785493,0.0,0.8511676978212864,2.336655221216274,8.26159314934745,7.074474882377527,5.819975832698865,6.738287730741926,7.291487527158366,5.497910145945156,1.3357360068767816,0.6892963840198877,1.1499529939696036,2.2545329987472695,5.913741317711211,2.0466229687769135,3.255148641531855,2.5847942739262186,1.7262079492144198,1.9175539423118046,3.3485664784589937,3.7746040442083424,3.1052186759982163,2.7858899568162863,3.823129455963288,3.423406450695835,2.583846501590187,2.5696750313411574,2.1117852621673805,2.321704303747532,3.15911044617006,3.1230950360560032,3.489920802956394,2.6948497910182327
cube43_cluster0,2.5898414611402716,2.8550165337732314,3.00142269968889,2.1184168005218185,2.8491783112151037,2.0505900971832784,3.018594249770356,2.7819927093605994,4.186728682821918,3.902505975430843,2.3316460376328543,1.5655444271313592,1.4330019635807025,3.237985299794504,3.237985299794504,3.6213843874774874,2.0351213458468904,1.1585011717945788,0.7061255259793072,1.8135653384217039,1.8135653384217039,3.416965840856384,3.277193340677737,1.9286779307370312,0.8511676978212864,0.0,1.622663320815912,8.73623746255541,7.664471280293119,6.371736049149629,7.211256609719309,7.7684610958816425,6.07179452288193,2.115933494107244,1.0906873774294854,0.6771030301067992,1.5530456770630865,6.491138732375002,2.575869376280581,3.5098716900502795,2.9120941719966162,1.9403290929525412,1.7402315877119903,2.7424794330541946,3.2367061262816668,2.5785959251473534,2.2458332743456193,3.287312885198679,2.8659954749147865,2.9206105875062818,2.888471197821482,2.202880108590584,2.054346455150854,2.5813682577628025,3.4904557883268303,3.778027700625197,2.815769788378146
cube44_cluster0,3.218777126115681,3.992725511949426,4.01087978262395,3.0950472246497114,3.8682104217658955,2.6875859401629834,3.3889886310801636,2.805419870075953,5.064913584123508,4.764086235160745,3.5196905746648115,2.692153378262298,2.199725713626701,2.7743947437916683,2.7743947437916683,4.407691621378444,3.3727943638236457,2.4749359961930635,1.8601296757607404,1.4736160092389596,1.4736160092389596,4.152970250732967,3.944476723330581,3.3249870814919325,2.336655221216274,1.622663320815912,0.0,9.83024670073652,8.81892948334482,7.556828188614586,8.256378378563069,8.676503188067066,7.258513146622055,3.4378556183545195,2.414495630274203,1.6692832997751887,0.9579060478151464,7.685256436373813,3.6476979940320238,4.057228903973558,4.163685802367684,2.8259778162145017,2.275258673812869,2.768657624645324,2.8181464644790553,2.037780746293519,2.009103312647233,2.8976526820040336,2.7845415678434673,3.789711454926174,4.1228110553418515,2.9543142500936623,2.41038860728084,2.228414065498007,4.455934224914221,4.685746632149881,3.671231670811928
cube46_cluster0,9.105973023760308,8.17325087302624,8.348568754957688,8.476438172163022,8.399702442762319,8.906941145815827,8.944488885196535,9.573424876190803,9.053075279153363,8.510920214318357,8.102067231467935,8.431888580060548,8.794754153646059,9.5589788286962,9.5589788286962,9.024666793469404,7.869288496455423,8.377253651636394,8.758364829621422,9.700503439062114,9.700503439062114,9.330625706787126,9.207940255096915,7.817199785435177,8.26159314934745,8.73623746255541,9.83024670073652,0.0,1.9086409604360046,2.7339320253445436,1.8816306797933036,2.197816878633599,3.225620284162779,7.8100272180377805,8.295632314173504,8.765628302538268,9.751271229335847,2.963842940810636,7.694361792000599,8.084470046609194,7.75990544700473,8.396569858722652,8.934136611294786,9.311874211897212,10.050097198836337,10.005944971022611,9.857992364124263,10.101251708913091,9.672015208939571,7.622580487130177,7.802470113361986,8.330063717850098,8.989964358300368,9.792599243326753,8.3318602118408,8.470609471777511,8.72962069198312
cube46_cluster1,8.126752960156658,6.879388948670504,6.946692503284327,7.412678807624511,7.020056095322462,7.975750655710753,8.29541409141669,8.882244847989842,7.754192045053017,7.396191522683516,6.777453689105284,7.275208635963822,7.796850895543304,8.863794636464409,8.863794636464409,7.893447375108343,6.522842512647413,7.166692000323714,7.67977691357728,8.826401168161437,8.826401168161437,8.290262610041008,8.322247708044308,6.468858538219243,7.074474882377527,7.664471280293119,8.81892948334482,1.9086409604360046,0.0,1.5538468848722937,1.5711938285072187,1.8723953386973498,1.8871577421436525,6.4408705556785675,7.10162918339587,7.701650602974207,8.767672751709439,1.6444300942030163,6.352919288074867,6.892086310296317,6.63679429922807,7.170703608937866,7.813046629336729,8.639740426164321,9.168376503199795,9.01218333588434,8.898985230310174,9.221840855288642,8.859314792068002,6.407627551746407,6.675506862362558,7.177628088443782,7.935304121043637,8.88587883857899,7.12018900592622,7.357043329417702,7.64762888596819
cube47_cluster0,7.081498049447291,5.90879904446851,6.041074309933583,6.334021063503834,6.0800256861307345,6.845538918950278,7.157320425298311,7.699610281770276,6.997004447329596,6.595729208921496,5.73708550328536,6.13860504319663,6.607690417515572,7.7618102664584105,7.7618102664584105,7.027030023915253,5.416044882923408,5.982994166159492,6.443059136227998,7.548402375943958,7.548402375943958,7.32137860330572,7.312846436892903,5.296785570024686,5.819975832698865,6.371736049149629,7.556828188614586,2.7339320253445436,1.5538468848722937,0.0,1.5401702243247875,2.4989581416065167,0.5328147038212868,5.22114684667432,5.791683842033535,6.357649499454095,7.437868708399509,0.4916568999806538,5.063437507801456,5.836826602981065,5.172954807796275,5.809642595515303,6.417237078183463,7.184640004241313,7.8365674971593595,7.644973359505349,7.490282434690928,7.886541007065922,7.428511035209389,5.1462056871076065,5.21212635362589,5.808909280776346,6.529045748146973,7.473183856384475,6.28763608638058,6.4850966353377055,6.671075725637333
cube47_cluster1,7.750381092423056,6.742189846907711,6.970155866615732,7.094143520514712,7.016759607639585,7.544640656162095,7.6311905800432775,8.25485301067054,7.762733820204169,7.185788250862252,6.617182135761257,6.9627630776273515,7.344076861468537,8.286779547682615,8.286779547682615,7.702261464068582,6.368014737665088,6.862597518417873,7.2435872048947285,8.145531586114156,8.145531586114156,8.038240098167655,8.028392446776634,6.315628589444626,6.738287730741926,7.211256609719309,8.256378378563069,1.8816306797933036,1.5711938285072187,1.5401702243247875,0.0,1.4311758944739197,1.9871690346261968,6.3076311586095715,6.772492787441713,7.237257604012141,8.16741746448156,1.8443175319518212,6.0751190288866885,6.367466759247631,6.304100953785083,6.788456135877689,7.335953384481349,7.796178084954914,8.508177105520863,8.318529579411546,8.26683171693879,8.572010857742159,8.102127012767198,5.933069333681567,6.354521322676374,6.682575249950389,7.372032151018221,8.197632400458662,6.97678340286744,7.021387585712871,7.370333369646064
cube47_cluster2,8.225450698804599,7.217383651588087,7.337157305109502,7.579741649477422,7.411820979457664,8.033639089817438,8.194142804537522,8.765740250760624,8.167909592640289,7.621452970013793,7.0838918696187685,7.457008023888209,7.855127577300437,8.592056460779018,8.592056460779018,8.148655618408576,6.86302208766226,7.374486953894224,7.7790005626626915,8.658689386213581,8.658689386213581,8.563605714997832,8.552304915115739,6.8546073002562515,7.291487527158366,7.7684610958816425,8.676503188067066,2.197816878633599,1.8723953386973498,2.4989581416065167,1.4311758944739197,0.0,2.8249994302107315,6.855363642817095,7.348717274348412,7.815309393013213,8.668038131698998,2.737416604582629,6.6704354815570515,6.733678815848183,7.198843882924819,7.4036558173260545,7.959186448757941,8.52449794944353,9.112914961274058,8.890786698188853,8.847712439887735,9.190483192520977,8.850431395267158,6.5209520456019545,7.238363288135021,7.329013614394274,8.02517796706857,8.830764549166432,7.385249237975567,7.5003854592483075,7.834204631038434
cube48_cluster0,6.874387269481782,5.632587328630941,5.717562631374682,6.097009801260117,5.755705539913279,6.628117481601094,7.02706237310984,7.531300406110944,6.753408582227416,6.415528869059482,5.429996061319516,5.857515412356907,6.357780858765664,7.571130362862886,7.571130362862886,6.817801183822209,5.086995296227578,5.673174003650382,6.160028194024099,7.313565189674379,7.313565189674379,7.112164986056175,7.130428076770517,4.945506716555814,5.497910145945156,6.07179452288193,7.258513146622055,3.225620284162779,1.8871577421436525,0.5328147038212868,1.9871690346261968,2.8249994302107315,0.0,4.836786133200979,5.4420526915550065,6.037908888809326,7.141789950426811,0.45335833751510834,4.66233930593876,5.569911804501335,4.805454999698824,5.422957624810583,6.052656652662028,6.96260443821277,7.547188774125279,7.329252274434761,7.177202617225131,7.596473373506206,7.158775487271765,4.813180705192234,4.839001409267146,5.452766651557492,6.185744437216825,7.166422195133777,6.070912219120127,6.308887678990069,6.455514622899379
cube50_cluster0,3.7997971011981595,2.7099003871813045,2.6308480269815733,2.993118080258686,2.5745702479662866,3.4977758187887233,4.649159874379044,4.648525812412673,4.162661628964865,4.227215674351327,2.070980752125427,2.320723058520838,2.979427283318184,4.966408519052775,4.966408519052775,4.12132327002501,1.2609244772138564,1.6992104409310642,2.343880448475703,3.785391670382506,3.785391670382506,4.213378114913557,4.3742866053566845,0.6798644897393945,1.3357360068767816,2.115933494107244,3.4378556183545195,7.8100272180377805,6.4408705556785675,5.22114684667432,6.3076311586095715,6.855363642817095,4.836786133200979,0.0,1.1671897246801093,2.0962552364274543,3.254456483551334,5.2296163294616465,1.4025489541836407,3.2337062404359815,2.224805461957058,1.6633736338588736,2.3083005656414874,4.193700351533994,4.582813956956754,3.860066397064,3.4694639558760634,4.627793372844906,4.241772701355943,2.361017013014229,2.20551535641964,2.2189614635085504,2.7949881199868707,3.9175243663236863,3.601957965747532,4.012683036908212,3.541986577388986
cube51_cluster0,3.3554770953243844,2.9405865241741296,2.955292823185188,2.6703705110399887,2.834518664441917,2.8798684630778397,3.9249139019538375,3.777859395379585,4.404851996503817,4.290261851933302,2.305174256161728,1.9927732607918278,2.2860420141838746,4.085432113359598,4.085432113359598,4.086756677240055,1.6925093827570328,1.3489514933316593,1.5622316804631282,2.798338826401375,2.798338826401375,3.9998519115754125,3.9638342630096868,1.2888366693969546,0.6892963840198877,1.0906873774294854,2.414495630274203,8.295632314173504,7.10162918339587,5.791683842033535,6.772492787441713,7.348717274348412,5.4420526915550065,1.1671897246801093,0.0,0.9326638943707284,2.1850822899244298,5.85181493289501,1.7088889496275592,3.2410086614242863,2.191262892257537,1.21686550893027,1.4460985463410194,3.1673416652246136,3.653681721976663,2.93057652023161,2.4669980674710454,3.7004421594748558,3.268583434804753,2.379356777306399,2.1534738232023543,1.7433145291379792,1.950410739729122,2.8996806733896126,3.7604920033760174,4.109008640755389,3.357339461618251
cube52_cluster0,3.2421788454975866,3.3875228762413045,3.4564893779853323,2.7430605350831456,3.3077868706222047,2.6502252442317404,3.5068485269830663,3.2117185960867443,4.764932194839673,4.521234142569348,2.81543037507081,2.1643660473718214,2.0420261906108452,3.4800809638476697,3.4800809638476697,4.259014356583441,2.3911231346993924,1.6770701131538228,1.3640719775165238,2.1086198724558223,2.1086198724558223,4.046804646907509,3.856397883252642,2.122458426553864,1.1499529939696036,0.6771030301067992,1.6692832997751887,8.765628302538268,7.701650602974207,6.357649499454095,7.237257604012141,7.815309393013213,6.037908888809326,2.0962552364274543,0.9326638943707284,0.0,1.4087945965968633,6.452328222779958,2.360097033087138,3.4779084285469914,2.620279600776053,1.547209960440266,1.2100258424529153,2.45380761585666,3.0022372651702165,2.300866109699689,1.823198859966838,3.052850786349898,2.5974569126192835,2.7388495249397433,2.5774544685894085,1.8473433273999653,1.5871712942385299,2.180851450578948,4.091851778424802,4.374299502299217,3.4660295495440128
cube53_cluster0,3.5634911488711074,4.164985856310692,4.329662373329782,3.335174188415015,4.189950785635503,2.9712983346695205,3.614220875948165,3.039051135935456,5.423573324681559,5.108811484063654,3.658321314707379,2.874007914299383,2.4430399408616137,3.360070439448633,3.360070439448633,4.776735816489545,3.378688580655973,2.5490921426092585,1.9600169647583465,1.396424924764854,1.396424924764854,4.467365223776054,4.287151552038737,3.2432269888953384,2.2545329987472695,1.5530456770630865,0.9579060478151464,9.751271229335847,8.767672751709439,7.437868708399509,8.16741746448156,8.668038131698998,7.141789950426811,3.254456483551334,2.1850822899244298,1.4087945965968633,0.0,7.550286886504538,3.4277078383056376,3.9829605788422406,3.7355039878893956,2.528168106870347,1.9172506250284256,2.1680195355798633,3.0527804515466954,1.8501906465778912,1.173771361797232,3.1294821886793462,2.5966673289277917,3.5978405621750853,3.701611898452541,2.6897549327881634,2.1175964451657796,2.0226672596004285,4.7543285410689275,4.814474883237924,3.9827865023429703
cube56_cluster0,7.279114820706286,6.0086978708501455,6.114650416877067,6.505135178131445,6.156344875560713,7.0433608242302315,7.41446371785423,7.9384444786955735,7.106882233873121,6.770333696472609,5.823591561260933,6.271230104189102,6.776125881984458,8.003856103768769,8.003856103768769,7.191040126878326,5.4864085697144915,6.088842265524586,6.5785853345306675,7.718263869275932,7.718263869275932,7.4911534676771865,7.527781382104066,5.345538740204562,5.913741317711211,6.491138732375002,7.685256436373813,2.963842940810636,1.6444300942030163,0.4916568999806538,1.8443175319518212,2.737416604582629,0.45335833751510834,5.2296163294616465,5.85181493289501,6.452328222779958,7.550286886504538,0.0,5.0292984200776125,5.906186590536053,5.125614687508819,5.80426332581634,6.439896169134637,7.318258093192513,7.934746772997157,7.708852208472877,7.557107745698108,7.983206295154254,7.52172111993133,5.16098296253143,5.163243938314937,5.822547742602794,6.564371641047817,7.54785567438146,6.43873196664904,6.638291143294555,6.8484059047860235
cube59_cluster0,4.524778054888972,3.4050629204950407,3.401223123572035,3.744153889151008,3.3414158364544284,4.179915505108085,5.028433938512581,5.1636934984979375,4.92280655386023,4.823107435076175,2.80437814640671,3.0334041905825018,3.547691816805918,5.324675863593455,5.324675863593455,4.858897693283995,2.216809391696585,2.45743555385585,2.8942888369772475,4.049077706566116,4.049077706566116,5.043257195856198,5.241149706007194,1.7783123083538264,2.0466229687769135,2.575869376280581,3.6476979940320238,7.694361792000599,6.352919288074867,5.063437507801456,6.0751190288866885,6.6704354815570515,4.66233930593876,1.4025489541836407,1.7088889496275592,2.360097033087138,3.4277078383056376,5.0292984200776125,0.0,2.435317136447654,1.8849297853304152,1.0844853138022024,1.9288479039254485,3.9410465721477705,4.0600793832851885,3.3699218181786947,3.362892532638695,4.118481660756344,3.7344421679234756,1.1834455402166248,1.8922620003294337,1.2831304035526154,2.1787256004670037,3.4294698470339258,4.289045082099091,4.530331277908782,4.291688293681335
cube59_cluster1,5.004521404631837,4.153414065550308,4.295465947993317,4.433218513534881,4.276169512381067,4.780866144436364,5.247842075361645,5.554415231576961,5.506617202038348,5.100065112633136,3.6772123802176604,3.845132807337991,4.196811679627217,5.56873486582635,5.56873486582635,5.316258213825402,3.369853396150218,3.4433727723391154,3.6666491078001457,4.2778769524778975,4.2778769524778975,5.73940094545854,5.992580065086,3.2369206015472294,3.255148641531855,3.5098716900502795,4.057228903973558,8.084470046609194,6.892086310296317,5.836826602981065,6.367466759247631,6.733678815848183,5.569911804501335,3.2337062404359815,3.2410086614242863,3.4779084285469914,3.9829605788422406,5.906186590536053,2.435317136447654,0.0,3.960907651455638,2.849339207559779,3.264016700209949,4.44658146999366,4.258703989936987,3.625071812244661,4.116735702716236,4.363279187551752,4.2011362345629335,1.5291996838204687,4.0086897483100925,2.4451443314127825,3.1467877837337417,3.945687352858945,4.697724436127418,4.691240574637475,4.799577792330982
cube59_cluster2,4.772932901810011,3.967667571066751,4.176038747219102,4.058267207901343,4.062809953744916,4.352456722109765,4.995073859660443,5.117155557109338,5.4300277878788,5.291046110916708,3.514655969475414,3.5042936795991833,3.808626024498084,5.630498038784101,5.630498038784101,5.248724133110618,2.9953980638022144,3.0474935670320984,3.2649199042886354,4.268341086522503,4.268341086522503,5.143062742687494,5.2009037987531554,2.5540051892619227,2.5847942739262186,2.9120941719966162,4.163685802367684,7.75990544700473,6.63679429922807,5.172954807796275,6.304100953785083,7.198843882924819,4.805454999698824,2.224805461957058,2.191262892257537,2.620279600776053,3.7355039878893956,5.125614687508819,1.8849297853304152,3.960907651455638,0.0,1.8026644738124487,2.197871449745592,3.5359016341577605,4.263972421145033,3.728168121721158,3.4043619640181513,4.275103715523307,3.4888043771870785,2.5225488800499227,0.14535180708160628,2.009326275670674,2.4101932295826423,3.485607813025423,4.861342068617514,4.989971203659425,4.655355883840583
cube60_cluster0,4.24483556406679,3.593926749562326,3.609009957006972,3.5660292397097795,3.4999967494541546,3.7885920465430027,4.619671424344852,4.57131708804276,5.092399654089814,4.965978420026752,2.973550640235656,2.84577899878782,3.115061175978631,4.743830742758935,4.743830742758935,4.861460214323368,2.4377849381602252,2.2514410208720728,2.4107884800137405,3.324509344217088,3.324509344217088,4.863579095682715,4.945733569691422,2.0063740850084164,1.7262079492144198,1.9403290929525412,2.8259778162145017,8.396569858722652,7.170703608937866,5.809642595515303,6.788456135877689,7.4036558173260545,5.422957624810583,1.6633736338588736,1.21686550893027,1.547209960440266,2.528168106870347,5.80426332581634,1.0844853138022024,2.849339207559779,1.8026644738124487,0.0,0.8601442416631523,3.11609878743274,3.317394773991454,2.490945606598977,2.380285436041119,3.3730653467310185,2.911737853980077,1.697780380766045,1.7691477752831337,0.7844117363411658,1.2609931775455698,2.4910394294497253,4.473570396551216,4.693951264120071,4.2036910117286155
cube61_cluster0,4.175611494136648,3.948577235115689,3.993401677260686,3.627262867998262,3.855863159781188,3.6409806402338654,4.362059650210007,4.175413459603832,5.381848878437057,5.194736131903168,3.358901187843275,2.962693766526031,2.9679677286450628,4.331700052172601,4.331700052172601,5.009652450911041,2.918713599439761,2.436458476162581,2.296421249231952,2.83869131313378,2.83869131313378,4.883190625004732,4.854755814641946,2.553946112124096,1.9175539423118046,1.7402315877119903,2.275258673812869,8.934136611294786,7.813046629336729,6.417237078183463,7.335953384481349,7.959186448757941,6.052656652662028,2.3083005656414874,1.4460985463410194,1.2100258424529153,1.9172506250284256,6.439896169134637,1.9288479039254485,3.264016700209949,2.197871449745592,0.8601442416631523,0.0,2.4874049851104902,2.73279457549321,1.8229243923888223,1.6831762757439326,2.7879836518396792,2.2607863543830704,2.2780189766225667,2.1499702294560668,1.0781904097454984,0.6810806932868823,1.7228893345092677,4.765212445928951,4.951590782098136,4.301027937945958
cube61_cluster1,4.560304012679154,5.171834313341782,5.570470660904985,4.320411823251308,5.415215202589143,3.9008897888253027,3.7801682473791005,3.5306244834899,6.568783776673705,5.981338355365392,4.754374355224196,3.9865510252736978,3.4451036046240486,4.058633576436879,4.058633576436879,5.815179974330877,4.4678646868714935,3.7455989886423993,3.138213581403754,2.400009825783402,2.400009825783402,5.445967077500966,5.124630499316873,4.2536965784779674,3.3485664784589937,2.7424794330541946,2.768657624645324,9.311874211897212,8.639740426164321,7.184640004241313,7.796178084954914,8.52449794944353,6.96260443821277,4.193700351533994,3.1673416652246136,2.45380761585666,2.1680195355798633,7.318258093192513,3.9410465721477705,4.44658146999366,3.5359016341577605,3.11609878743274,2.4874049851104902,0.0,2.968996475577971,2.2398265271743742,1.784098203801022,3.023778923646774,1.7850274900815304,3.794627607779111,3.533050239708543,2.92009081647649,2.275913966229544,1.83930660896651,5.757642053591568,5.596106478207155,4.993242610097492
cube61_cluster2,4.798992442664075,5.303579620219305,5.278202694029611,4.66083192113784,5.106988859517766,4.359305625953945,4.408053311666384,4.3147021760519,6.288286082780019,5.886809962021733,4.8913385312929005,4.262521107493577,3.849634779777783,3.9761970610420545,3.9761970610420545,5.720347749571671,4.77138368736971,4.036995560920994,3.548983992213208,3.414629510234418,3.414629510234418,5.592047138479757,5.3598493592939445,4.575521881835602,3.7746040442083424,3.2367061262816668,2.8181464644790553,10.050097198836337,9.168376503199795,7.8365674971593595,8.508177105520863,9.112914961274058,7.547188774125279,4.582813956956754,3.653681721976663,3.0022372651702165,3.0527804515466954,7.934746772997157,4.0600793832851885,4.258703989936987,4.263972421145033,3.317394773991454,2.73279457549321,2.968996475577971,0.0,1.9820917418361343,3.167395140631463,0.15724923326873347,1.5135445381952137,3.7670638800932794,4.2303208395129905,2.919737506141909,2.2191350111733343,1.502690604809092,5.7490608673682235,6.016493022377796,5.142080986936835
cube62_cluster0,4.540376973935353,4.807723851500298,4.969591728178512,4.302742506790185,4.825460498100189,4.080331158511046,4.392488522179567,4.161631991045898,6.031361651834554,5.675029909938662,4.321439935326772,3.7584988652805422,3.4470078055673077,4.287981070267336,4.287981070267336,5.484023262630804,4.106823859465438,3.4085640095008323,2.9493880888215656,2.5198924666451177,2.5198924666451177,5.332642596977651,5.349297608332908,3.9182460954944114,3.1052186759982163,2.5785959251473534,2.037780746293519,10.005944971022611,9.01218333588434,7.644973359505349,8.318529579411546,8.890786698188853,7.329252274434761,3.860066397064,2.93057652023161,2.300866109699689,1.8501906465778912,7.708852208472877,3.3699218181786947,3.625071812244661,3.728168121721158,2.490945606598977,1.8229243923888223,2.2398265271743742,1.9820917418361343,0.0,1.7306807424691284,2.0840183072256258,1.5665923797442554,3.189809994033114,3.710043830456225,2.2253979516868205,1.4744302821729434,0.9949594215253301,5.4182442935184865,5.380807559418337,4.836343761771855
cube62_cluster1,4.488564861462779,4.812965007918342,5.019583718320223,4.145172145753435,4.882193227848932,3.857420950716588,4.376547604350674,3.8828272716870353,6.224026969846015,5.926153336310305,4.27758773336569,3.620840947401927,3.290569786984722,4.218959586147733,4.218959586147733,5.646955287010715,3.9001732178110884,3.2189647212949994,2.754901734040556,2.2655411450594296,2.2655411450594296,5.336282222586841,5.186025055644188,3.643362972304796,2.7858899568162863,2.2458332743456193,2.009103312647233,9.857992364124263,8.898985230310174,7.490282434690928,8.26683171693879,8.847712439887735,7.177202617225131,3.4694639558760634,2.4669980674710454,1.823198859966838,1.173771361797232,7.557107745698108,3.362892532638695,4.116735702716236,3.4043619640181513,2.380285436041119,1.6831762757439326,1.784098203801022,3.167395140631463,1.7306807424691284,0.0,3.2379089085763457,2.4205793337690364,3.529384501115358,3.369286715236169,2.5072391425385856,1.8440093826504604,1.7595021430524,5.540204330759648,5.501859699197169,4.843720325896065
cube62_cluster2,4.828001881194679,5.343407679055572,5.311199309120865,4.6973230528105105,5.1367973979676504,4.393254716932735,4.43979762053984,4.3454251711444405,6.307700396801553,5.918457593258832,4.937650714547743,4.306992745605233,3.8930098765903067,4.01935533657961,4.01935533657961,5.743478648400944,4.81980398618996,4.085261136168891,3.59815486142292,3.48686098427293,3.48686098427293,5.603152347304029,5.360679209774602,4.619891281680223,3.823129455963288,3.287312885198679,2.8976526820040336,10.101251708913091,9.221840855288642,7.886541007065922,8.572010857742159,9.190483192520977,7.596473373506206,4.627793372844906,3.7004421594748558,3.052850786349898,3.1294821886793462,7.983206295154254,4.118481660756344,4.363279187551752,4.275103715523307,3.3730653467310185,2.7879836518396792,3.023778923646774,0.15724923326873347,2.0840183072256258,3.2379089085763457,0.0,1.5393430770246976,3.8453297223713685,4.239905048741521,2.985668861738927,2.2811885736588327,1.5748125703692621,5.786470383120669,6.068192011736488,5.1736658312121255
